OTU ,Taxa,Phylum,Class
117,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Sphingobacteriia(0.6329),o:Sphingobacteriales(0.5481),f:Saprospiraceae(0.3412),g:Phaeodactylibacter(0.0140)",Bacteroidetes,Sphingobacteriia
118,"d:Bacteria(1.0000),p:Planctomycetes(0.9672),c:Planctomycetacia(0.8810),o:Planctomycetales(0.7783),f:Planctomycetaceae(0.7424),g:Blastopirellula(0.0533)",Planctomycetes,Planctomycetacia
119,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rhizobiales(0.9834),f:Methylobacteriaceae(0.9845),g:Methylobacterium(0.9746)",Proteobacteria,Alphaproteobacteria
120,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Alphaproteobacteria(0.9410),o:Rhodobacterales(0.6701),f:Rhodobacteraceae(0.5583),g:Roseovarius(0.1264)",Proteobacteria,Alphaproteobacteria
121,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6477),o:Sphingobacteriales(0.5786),f:Saprospiraceae(0.3412),g:Rubidimonas(0.0140)",Bacteroidetes,Sphingobacteriia
122,"d:Bacteria(1.0000),p:Proteobacteria(0.9738),c:Gammaproteobacteria(0.9519),o:Vibrionales(0.7223),f:Vibrionaceae(0.6504),g:Vibrio(0.3044)",Proteobacteria,Gammaproteobacteria
123,"d:Bacteria(1.0000),p:Proteobacteria(0.8346),c:Gammaproteobacteria(0.6924),o:Xanthomonadales(0.5939),f:uncultured_3830(0.2999),g:Unknown_Genus_1000986(0.0386)",Proteobacteria,Gammaproteobacteria
124,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Saprospiraceae(0.2733),g:uncultured_1272(0.0073)",Bacteroidetes,Sphingobacteriia
125,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Alteromonadales(0.9832),f:Pseudoalteromonadaceae(0.9838),g:Algicola(0.6585)",Proteobacteria,Gammaproteobacteria
126,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.6329),o:Sphingobacteriales(0.5481),f:Saprospiraceae(0.3412),g:uncultured_1272(0.0140)",Bacteroidetes,Sphingobacteriia
127,"d:Bacteria(1.0000),p:Bacteroidetes(0.7261),c:Sphingobacteriia(0.6106),o:Sphingobacteriales(0.4582),f:Saprospiraceae(0.1402),g:Lewinella(0.0073)",Bacteroidetes,Sphingobacteriia
128,"d:Bacteria(1.0000),p:Bacteroidetes(0.7342),c:Bacteroidia(0.6329),o:Bacteroidales(0.5481),f:Marinilabiaceae(0.3412),g:uncultured_939(0.0679)",Bacteroidetes,Bacteroidia
129,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9789),o:Chromatiales(0.9771),f:Ectothiorhodospiraceae(0.9803),g:Thiogranum(0.9741)",Proteobacteria,Gammaproteobacteria
130,"d:Bacteria(1.0000),p:Proteobacteria(0.9705),c:Gammaproteobacteria(0.9775),o:Cellvibrionales(0.9828),f:Halieaceae(0.9841),g:OM60_NOR5__clade(0.9744)",Proteobacteria,Gammaproteobacteria
131,"d:Bacteria(1.0000),p:Verrucomicrobia(1.0000),c:Verrucomicrobiae(1.0000),o:Verrucomicrobiales(1.0000),f:Verrucomicrobiaceae(0.9829),g:Roseibacillus(0.9772)",Verrucomicrobia,Verrucomicrobiae
132,"d:Bacteria(1.0000),p:Bacteroidetes(0.9877),c:Sphingobacteriia(0.9786),o:Sphingobacteriales(0.9826),f:Chitinophagaceae(0.9845),g:Hydrotalea(0.3044)",Bacteroidetes,Sphingobacteriia
133,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Sphingobacteriia(0.9795),o:Sphingobacteriales(0.9847),f:Saprospiraceae(0.9822),g:uncultured_1272(0.9751)",Bacteroidetes,Sphingobacteriia
134,"d:Bacteria(1.0000),p:Gemmatimonadetes(0.2920),c:Gemmatimonadetes(0.1244),o:BD2_11_terrestrial_group(0.0741),f:Unknown_Family_1002387(0.0243),g:Unknown_Genus_1000562(0.0011)",Gemmatimonadetes,Gemmatimonadetes
135,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Gammaproteobacteria(0.8810),o:Cellvibrionales(0.6549),f:Cellvibrionaceae(0.5123),g:Saccharophagus(0.0972)",Proteobacteria,Gammaproteobacteria
136,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9789),o:Arenicellales(0.9707),f:Arenicellaceae(0.9283),g:Unknown_Genus_1000889(0.9729)",Proteobacteria,Gammaproteobacteria
137,"d:Bacteria(1.0000),p:Cyanobacteria(0.9230),c:Chloroplast(0.9302),o:Unknown_Order_1002334(0.8623),f:Unknown_Family_1002335(0.8804),g:Unknown_Genus_1000441(0.8898)",Cyanobacteria,Chloroplast
138,"d:Bacteria(1.0000),p:Proteobacteria(0.7288),c:FGL7S(0.4939),o:Unknown_Order_1002593(0.2819),f:Unknown_Family_1002594(0.1668),g:Unknown_Genus_1000874(0.0140)",Proteobacteria,FGL7S
139,"d:Bacteria(1.0000),p:Proteobacteria(0.9691),c:Gammaproteobacteria(0.9789),o:Order_Incertae_Sedis_3682(0.9758),f:Family_Incertae_Sedis_3683(0.9699),g:Marinicella(0.9739)",Proteobacteria,Gammaproteobacteria
140,"d:Bacteria(1.0000),p:Bacteroidetes(0.7152),c:Sphingobacteriia(0.2800),o:Sphingobacteriales(0.1747),f:Chitinophagaceae(0.0619),g:uncultured_1252(0.0035)",Bacteroidetes,Sphingobacteriia
141,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Cytophagia(0.6688),o:Cytophagales(0.5939),f:Flammeovirgaceae(0.3412),g:uncultured_1059(0.0386)",Bacteroidetes,Cytophagia
142,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9797),o:Xanthomonadales(0.9796),f:JTB255_marine_benthic_group(0.9699),g:Unknown_Genus_1000984(0.9739)",Proteobacteria,Gammaproteobacteria
143,"d:Bacteria(1.0000),p:Bacteroidetes(0.9777),c:Sphingobacteriia(0.9789),o:Sphingobacteriales(0.9771),f:Saprospiraceae(0.9595),g:uncultured_1272(0.6585)",Bacteroidetes,Sphingobacteriia
144,"d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Deltaproteobacteria(0.9735),o:Desulfobacterales(0.9758),f:Desulfobulbaceae(0.9699),g:uncultured_3151(0.1411)",Proteobacteria,Deltaproteobacteria
145,"d:Bacteria(1.0000),p:Bacteroidetes(0.7288),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Saprospiraceae(0.2733),g:uncultured_1272(0.0073)",Bacteroidetes,Sphingobacteriia
146,"d:Bacteria(1.0000),p:Bacteroidetes(0.9646),c:Flavobacteriia(0.9793),o:Flavobacteriales(0.9809),f:Flavobacteriaceae(0.9843),g:Mesoflavibacter(0.3044)",Bacteroidetes,Flavobacteriia
147,"d:Bacteria(1.0000),p:Planctomycetes(0.9777),c:Planctomycetacia(0.9818),o:Planctomycetales(0.9862),f:Planctomycetaceae(0.9880),g:uncultured_2371(0.4815)",Planctomycetes,Planctomycetacia
148,"d:Bacteria(1.0000),p:Bacteroidetes(0.9571),c:Cytophagia(0.9046),o:Cytophagales(0.8063),f:Flammeovirgaceae(0.5123),g:uncultured_1059(0.2159)",Bacteroidetes,Cytophagia
149,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Flavobacteriia(0.9904),o:Flavobacteriales(0.9970),f:Flavobacteriaceae(0.9974),g:NS4_marine_group(0.9749)",Bacteroidetes,Flavobacteriia
150,"d:Bacteria(1.0000),p:Bacteroidetes(0.9822),c:Bacteroidetes_BD2_2(0.9302),o:Unknown_Order_1002204(0.8623),f:Unknown_Family_1002205(0.8804),g:Unknown_Genus_1000259(0.8898)",Bacteroidetes,Bacteroidetes_BD2_2
151,"d:Bacteria(1.0000),p:Bacteroidetes(0.9672),c:Flavobacteriia(0.9782),o:Flavobacteriales(0.9828),f:Flavobacteriaceae(0.9836),g:Ulvibacter(0.9132)",Bacteroidetes,Flavobacteriia
152,"d:Bacteria(1.0000),p:Cyanobacteria(0.9582),c:Chloroplast(0.9627),o:Unknown_Order_1002334(0.9733),f:Unknown_Family_1002335(0.9491),g:Unknown_Genus_1000441(0.9734)",Cyanobacteria,Chloroplast
153,"d:Bacteria(1.0000),p:Proteobacteria(0.9230),c:Gammaproteobacteria(0.7867),o:Xanthomonadales(0.6701),f:JTB255_marine_benthic_group(0.5123),g:Unknown_Genus_1000984(0.3930)",Proteobacteria,Gammaproteobacteria
154,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9834),f:Schleiferiaceae(0.9841),g:Schleiferia(0.9751)",Bacteroidetes,Flavobacteriia
155,"d:Bacteria(1.0000),p:Bacteroidetes(0.7815),c:Sphingobacteriia(0.6477),o:Sphingobacteriales(0.5786),f:Saprospiraceae(0.3594),g:Lewinella(0.0140)",Bacteroidetes,Sphingobacteriia
156,"d:Bacteria(1.0000),p:Bacteroidetes(0.9603),c:Flavobacteriia(0.9735),o:Flavobacteriales(0.9758),f:Flavobacteriaceae(0.9699),g:Wenyingzhuangia(0.5700)",Bacteroidetes,Flavobacteriia
157,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(0.9778),o:Thiotrichales(0.9828),f:Thiotrichaceae(0.9836),g:Thiothrix(0.9756)",Proteobacteria,Gammaproteobacteria
158,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(1.0000),g:Winogradskyella(0.8898)",Bacteroidetes,Flavobacteriia
159,"d:Bacteria(1.0000),p:Acidobacteria(0.9603),c:Holophagae(0.9519),o:Subgroup_10(0.9707),f:Sva0725(0.7424),g:Unknown_Genus_1000174(0.8194)",Acidobacteria,Holophagae
160,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Deltaproteobacteria(0.9775),o:Desulfobacterales(0.9834),f:Desulfobulbaceae(0.9831),g:Desulfurivibrio(0.9729)",Proteobacteria,Deltaproteobacteria
161,"d:Bacteria(1.0000),p:Bacteroidetes(0.9624),c:Bacteroidia(0.9789),o:Bacteroidales(0.9771),f:Marinilabiaceae(0.9803),g:Marinifilum(0.9739)",Bacteroidetes,Bacteroidia
162,"d:Bacteria(1.0000),p:Proteobacteria(0.9691),c:Alphaproteobacteria(0.9775),o:SAR11_clade(0.9830),f:Surface_4(0.9834),g:Unknown_Genus_1000746(0.9764)",Proteobacteria,Alphaproteobacteria
163,"d:Bacteria(1.0000),p:Proteobacteria(0.9592),c:Gammaproteobacteria(0.9519),o:Thiotrichales(0.9707),f:Thiotrichaceae(0.9179),g:Leucothrix(0.6585)",Proteobacteria,Gammaproteobacteria
164,"d:Bacteria(1.0000),p:Bacteroidetes(0.9053),c:Sphingobacteriia(0.8339),o:Sphingobacteriales(0.7223),f:Saprospiraceae(0.5123),g:uncultured_1272(0.0679)",Bacteroidetes,Sphingobacteriia
165,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Gammaproteobacteria(0.7396),o:Cellvibrionales(0.5786),f:Cellvibrionaceae(0.3956),g:Simiduia(0.0533)",Proteobacteria,Gammaproteobacteria
166,"d:Bacteria(1.0000),p:Bacteroidetes(0.8346),c:Flavobacteriia(0.7396),o:Flavobacteriales(0.6396),f:Cryomorphaceae(0.4681),g:Crocinitomix(0.1411)",Bacteroidetes,Flavobacteriia
167,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(0.9778),o:Flavobacteriales(0.9836),f:NS9_marine_group(0.9838),g:Unknown_Genus_1000316(0.9753)",Bacteroidetes,Flavobacteriia
168,"d:Bacteria(1.0000),p:Proteobacteria(0.9895),c:Deltaproteobacteria(0.9845),o:Desulfobacterales(0.9809),f:Desulfobacteraceae(0.9843),g:Sva0081_sediment_group(0.8429)",Proteobacteria,Deltaproteobacteria
169,"d:Bacteria(1.0000),p:Proteobacteria(0.9672),c:Gammaproteobacteria(0.9782),o:Oceanospirillales(0.9758),f:Oceanospirillaceae(0.9699),g:Amphritea(0.9367)",Proteobacteria,Gammaproteobacteria
170,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.4405),o:Sphingobacteriales(0.2539),f:Saprospiraceae(0.1193),g:Phaeodactylibacter(0.0035)",Bacteroidetes,Sphingobacteriia
171,"d:Bacteria(1.0000),p:Proteobacteria(0.9539),c:Gammaproteobacteria(0.8810),o:KI89A_clade(0.6549),f:Unknown_Family_1002615(0.5123),g:Unknown_Genus_1000914(0.3930)",Proteobacteria,Gammaproteobacteria
172,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:Rhodospirillales(1.0000),f:Rhodospirillaceae(1.0000),g:Defluviicoccus(1.0000)",Proteobacteria,Alphaproteobacteria
173,"d:Bacteria(1.0000),p:Fusobacteria(0.9777),c:Fusobacteriia(0.9818),o:Fusobacteriales(0.9862),f:Fusobacteriaceae(0.8344),g:Unknown_Genus_1000557(0.1411)",Fusobacteria,Fusobacteriia
174,"d:Bacteria(1.0000),p:Proteobacteria(0.9582),c:Betaproteobacteria(0.9302),o:Hydrogenophilales(0.6396),f:Hydrogenophilaceae(0.4681),g:uncultured_2998(0.3044)",Proteobacteria,Betaproteobacteria
175,"d:Bacteria(1.0000),p:Bacteroidetes(0.9672),c:Flavobacteriia(0.9782),o:Flavobacteriales(0.9828),f:Flavobacteriaceae(0.9836),g:uncultured_1216(0.8663)",Bacteroidetes,Flavobacteriia
176,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Alphaproteobacteria(0.9793),o:Rhodobacterales(0.8903),f:Rhodobacteraceae(0.8971),g:Sulfitobacter(0.3044)",Proteobacteria,Alphaproteobacteria
177,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(1.0000),o:Flavobacteriales(1.0000),f:Flavobacteriaceae(1.0000),g:Lutimonas(0.8429)",Bacteroidetes,Flavobacteriia
178,"d:Bacteria(1.0000),p:Bacteroidetes(0.9770),c:Sphingobacteriia(0.9681),o:Sphingobacteriales(0.9745),f:Saprospiraceae(0.9387),g:uncultured_1272(0.8194)",Bacteroidetes,Sphingobacteriia
179,"d:Bacteria(1.0000),p:Bacteroidetes(0.7152),c:Sphingobacteriia(0.5883),o:Sphingobacteriales(0.3524),f:Chitinophagaceae(0.1934),g:uncultured_1252(0.0176)",Bacteroidetes,Sphingobacteriia
180,"d:Bacteria(1.0000),p:Bacteroidetes(0.9406),c:Cytophagia(0.9356),o:Order_III(0.8903),f:Unknown_Family_1079(0.4500),g:Balneola(0.1118)",Bacteroidetes,Cytophagia
181,"d:Bacteria(1.0000),p:Proteobacteria(0.9678),c:Gammaproteobacteria(0.9573),o:Xanthomonadales(0.9720),f:uncultured_3830(0.8971),g:Unknown_Genus_1000986(0.9132)",Proteobacteria,Gammaproteobacteria
182,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Gammaproteobacteria(0.8339),o:Chromatiales(0.6943),f:Ectothiorhodospiraceae(0.6043),g:Unknown_Genus_1000902(0.5700)",Proteobacteria,Gammaproteobacteria
183,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9834),f:NS7_marine_group(0.9841),g:Unknown_Genus_1000315(0.9751)",Bacteroidetes,Flavobacteriia
184,"d:Bacteria(0.0521),p:Actinobacteria(0.0053),c:OPB41(0.0035),o:Unknown_Order_1002178(0.0009),f:Unknown_Family_1002179(0.0004),g:Unknown_Genus_1000231(0.0000)",Actinobacteria,OPB41
185,"d:Bacteria(1.0000),p:Proteobacteria(0.9913),c:Gammaproteobacteria(0.9848),o:Alteromonadales(0.9826),f:Alteromonadaceae(0.9838),g:Paraglaciecola(0.8194)",Proteobacteria,Gammaproteobacteria
186,"d:Bacteria(1.0000),p:Planctomycetes(0.9949),c:Planctomycetacia(0.9904),o:Planctomycetales(0.9970),f:Planctomycetaceae(0.9974),g:Blastopirellula(0.9751)",Planctomycetes,Planctomycetacia
187,"d:Bacteria(1.0000),p:Proteobacteria(0.9678),c:Gammaproteobacteria(0.9778),o:Cellvibrionales(0.9758),f:Porticoccaceae(0.9699),g:SAR92_clade(0.9739)",Proteobacteria,Gammaproteobacteria
188,"d:Bacteria(1.0000),p:Bacteroidetes(0.8699),c:Sphingobacteriia(0.8103),o:Sphingobacteriales(0.6943),f:Saprospiraceae(0.4500),g:uncultured_1272(0.0533)",Bacteroidetes,Sphingobacteriia
189,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Sphingobacteriia(0.2800),o:Sphingobacteriales(0.1747),f:Chitinophagaceae(0.0810),g:uncultured_1252(0.0048)",Bacteroidetes,Sphingobacteriia
190,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.4939),o:Sphingobacteriales(0.2819),f:Saprospiraceae(0.1193),g:uncultured_1272(0.0048)",Bacteroidetes,Sphingobacteriia
191,"d:Bacteria(1.0000),p:Bacteroidetes(0.9822),c:Flavobacteriia(0.9832),o:Flavobacteriales(0.9899),f:Flavobacteriaceae(0.9915),g:NS5_marine_group(0.9367)",Bacteroidetes,Flavobacteriia
192,"d:Bacteria(1.0000),p:Bacteroidetes(0.8169),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.3775),g:Unknown_Genus_1000341(0.0176)",Bacteroidetes,Sphingobacteriia
193,"d:Bacteria(1.0000),p:Proteobacteria(0.9053),c:Alphaproteobacteria(0.9248),o:Rhodobacterales(0.6549),f:Rhodobacteraceae(0.5123),g:uncultured_2666(0.1411)",Proteobacteria,Alphaproteobacteria
194,"d:Bacteria(1.0000),p:Bacteroidetes(0.9822),c:Flavobacteriia(0.9832),o:Flavobacteriales(0.9899),f:Flavobacteriaceae(0.9915),g:Postechiella(0.4815)",Bacteroidetes,Flavobacteriia
195,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Gammaproteobacteria(0.7631),o:Vibrionales(0.5939),f:Vibrionaceae(0.4137),g:Vibrio(0.0386)",Proteobacteria,Gammaproteobacteria
196,"d:Bacteria(0.9054),p:Firmicutes(0.1530),c:Erysipelotrichia(0.0527),o:Erysipelotrichales(0.0192),f:Erysipelotrichaceae(0.0072),g:Erysipelothrix(0.0004)",Firmicutes,Erysipelotrichia
197,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Flavobacteriia(0.4405),o:Flavobacteriales(0.2539),f:NS9_marine_group(0.1002),g:Unknown_Genus_1000316(0.0061)",Bacteroidetes,Flavobacteriia
198,"d:Bacteria(1.0000),p:Proteobacteria(0.3973),c:Alphaproteobacteria(0.1849),o:Sphingomonadales(0.0741),f:SD04E11(0.0243),g:Unknown_Genus_1000763(0.0011)",Proteobacteria,Alphaproteobacteria
199,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Betaproteobacteria(0.9778),o:Burkholderiales(0.9796),f:Comamonadaceae(0.9803),g:Pelomonas(0.7470)",Proteobacteria,Betaproteobacteria
200,"d:Bacteria(1.0000),p:Actinobacteria(0.9949),c:Acidimicrobiia(0.9782),o:Acidimicrobiales(0.9828),f:Unknown_Family_1002159(0.9803),g:Unknown_Genus_1000186(0.9741)",Actinobacteria,Acidimicrobiia
201,"d:Bacteria(1.0000),p:Proteobacteria(0.8876),c:Gammaproteobacteria(0.7631),o:HOC36(0.6091),f:Unknown_Family_1002613(0.4319),g:Unknown_Genus_1000912(0.1411)",Proteobacteria,Gammaproteobacteria
202,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Bacteroidia(0.6477),o:Bacteroidales(0.5786),f:Porphyromonadaceae(0.3412),g:uncultured_959(0.0679)",Bacteroidetes,Bacteroidia
203,"d:Bacteria(1.0000),p:Fusobacteria(1.0000),c:Fusobacteriia(1.0000),o:Fusobacteriales(1.0000),f:Fusobacteriaceae(0.9841),g:Psychrilyobacter(0.9751)",Fusobacteria,Fusobacteriia
204,"d:Bacteria(1.0000),p:Bacteroidetes(1.0000),c:Flavobacteriia(0.9778),o:Flavobacteriales(0.9836),f:Cryomorphaceae(0.9829),g:Fluviicola(0.9736)",Bacteroidetes,Flavobacteriia
205,"d:Bacteria(1.0000),p:Planctomycetes(0.9858),c:Planctomycetacia(0.9838),o:Planctomycetales(0.9919),f:Planctomycetaceae(0.9932),g:Blastopirellula(0.9739)",Planctomycetes,Planctomycetacia
206,"d:Bacteria(1.0000),p:Actinobacteria(1.0000),c:Acidimicrobiia(1.0000),o:Acidimicrobiales(1.0000),f:Unknown_Family_1002159(0.9848),g:Unknown_Genus_1000186(0.9744)",Actinobacteria,Acidimicrobiia
207,"d:Bacteria(1.0000),p:Proteobacteria(0.9582),c:Alphaproteobacteria(0.9627),o:Parvularculales(0.8623),f:Parvularculaceae(0.8804),g:Parvularcula(0.8898)",Proteobacteria,Alphaproteobacteria
208,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Gammaproteobacteria(0.7867),o:Oceanospirillales(0.5786),f:MBAE14(0.3956),g:Unknown_Genus_1000943(0.1118)",Proteobacteria,Gammaproteobacteria
209,"d:Bacteria(1.0000),p:Proteobacteria(0.8876),c:Gammaproteobacteria(0.8810),o:Oceanospirillales(0.6549),f:Oceanospirillaceae(0.5123),g:Pseudospirillum(0.3930)",Proteobacteria,Gammaproteobacteria
210,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Gammaproteobacteria(0.9793),o:Alteromonadales(0.9783),f:Colwelliaceae(0.9803),g:Colwellia(0.9132)",Proteobacteria,Gammaproteobacteria
211,"d:Bacteria(1.0000),p:Bacteroidetes(0.9603),c:Bacteroidetes_BD2_2(0.8103),o:Unknown_Order_1002204(0.6943),f:Unknown_Family_1002205(0.6043),g:Unknown_Genus_1000259(0.5700)",Bacteroidetes,Bacteroidetes_BD2_2
212,"d:Bacteria(1.0000),p:Proteobacteria(0.8699),c:Gammaproteobacteria(0.6688),o:Salinisphaerales(0.5288),f:Salinisphaeraceae(0.3412),g:uncultured_3732(0.0679)",Proteobacteria,Gammaproteobacteria
213,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Deltaproteobacteria(1.0000),o:Desulfobacterales(1.0000),f:Desulfobacteraceae(1.0000),g:Desulfobacter(0.9744)",Proteobacteria,Deltaproteobacteria
214,"d:Bacteria(1.0000),p:Deferribacteres(0.9656),c:Deferribacteres_Incertae_Sedis_11258(0.9790),o:Unknown_Order_11259(0.9821),f:Unknown_Family_11260(0.9841),g:Caldithrix(0.9751)",Deferribacteres,Deferribacteres_Incertae_Sedis_11258
215,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Gammaproteobacteria(0.9793),o:Oceanospirillales(0.9783),f:Oceanospirillaceae(0.9803),g:Amphritea(0.9729)",Proteobacteria,Gammaproteobacteria
216,"d:Bacteria(1.0000),p:Bacteroidetes(0.5817),c:Sphingobacteriia(0.1849),o:Sphingobacteriales(0.1219),f:Chitinophagaceae(0.0428),g:uncultured_1252(0.0022)",Bacteroidetes,Sphingobacteriia
217,"d:Bacteria(1.0000),p:Proteobacteria(0.9705),c:Alphaproteobacteria(0.9782),o:Caulobacterales(0.9828),f:Caulobacteraceae(0.9836),g:Caulobacter(0.8898)",Proteobacteria,Alphaproteobacteria
218,"d:Bacteria(1.0000),p:Planctomycetes(0.9949),c:Planctomycetacia(0.9904),o:Planctomycetales(0.9970),f:Planctomycetaceae(0.9974),g:Pirellula(0.9739)",Planctomycetes,Planctomycetacia
219,"d:Bacteria(1.0000),p:Bacteroidetes(0.9913),c:Sphingobacteriia(0.9848),o:Sphingobacteriales(0.9950),f:Chitinophagaceae(0.9957),g:Taibaiella(0.9753)",Bacteroidetes,Sphingobacteriia
220,"d:Bacteria(1.0000),p:Verrucomicrobia(0.9685),c:Verrucomicrobiae(0.9793),o:Verrucomicrobiales(0.9809),f:DEV007(0.9595),g:Unknown_Genus_1001046(0.9736)",Verrucomicrobia,Verrucomicrobiae
221,"d:Bacteria(1.0000),p:Proteobacteria(0.9840),c:Alphaproteobacteria(0.9835),o:SAR11_clade(0.9909),f:Surface_1(0.9075),g:Unknown_Genus_1000743(0.5700)",Proteobacteria,Alphaproteobacteria
222,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Alphaproteobacteria(0.6032),o:Rhodobacterales(0.3524),f:Rhodobacteraceae(0.2201),g:Maribius(0.0176)",Proteobacteria,Alphaproteobacteria
223,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:SAR11_clade(1.0000),f:Surface_4(1.0000),g:Unknown_Genus_1000746(1.0000)",Proteobacteria,Alphaproteobacteria
224,"d:Bacteria(1.0000),p:Proteobacteria(0.9804),c:Deltaproteobacteria(0.9828),o:Desulfobacterales(0.9889),f:Desulfobacteraceae(0.9845),g:Unknown_Genus_1000803(0.2159)",Proteobacteria,Deltaproteobacteria
225,"d:Bacteria(1.0000),p:Bacteroidetes(0.9895),c:Flavobacteriia(0.9793),o:Flavobacteriales(0.9809),f:Cryomorphaceae(0.9843),g:Fluviicola(0.9601)",Bacteroidetes,Flavobacteriia
226,"d:Bacteria(1.0000),p:Spirochaetae(0.7152),c:Spirochaetes(0.6106),o:Spirochaetales(0.4582),f:Spirochaetaceae(0.2999),g:Spirochaeta_2(0.0283)",Spirochaetae,Spirochaetes
227,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Gammaproteobacteria(0.9046),o:Xanthomonadales(0.7783),f:JTB255_marine_benthic_group(0.4681),g:Unknown_Genus_1000984(0.3044)",Proteobacteria,Gammaproteobacteria
228,"d:Bacteria(1.0000),p:Spirochaetae(0.9770),c:Spirochaetes(0.9815),o:Spirochaetales(0.9859),f:Spirochaetaceae(0.9872),g:Spirochaeta_2(0.9741)",Spirochaetae,Spirochaetes
229,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Gammaproteobacteria(0.9782),o:Alteromonadales(0.9838),f:Alteromonadaceae(0.9824),g:Glaciecola(0.9601)",Proteobacteria,Gammaproteobacteria
230,"d:Bacteria(1.0000),p:Planctomycetes(0.9949),c:Planctomycetacia(0.9904),o:Planctomycetales(0.9970),f:Planctomycetaceae(0.9974),g:Rhodopirellula(0.9741)",Planctomycetes,Planctomycetacia
231,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Gammaproteobacteria(1.0000),o:Order_Incertae_Sedis_3682(0.9830),f:Family_Incertae_Sedis_3683(0.9834),g:Marinicella(0.9764)",Proteobacteria,Gammaproteobacteria
232,"d:Bacteria(1.0000),p:Proteobacteria(0.7342),c:Gammaproteobacteria(0.6106),o:Xanthomonadales(0.3877),f:uncultured_3830(0.1934),g:Unknown_Genus_1000986(0.0176)",Proteobacteria,Gammaproteobacteria
233,"d:Bacteria(1.0000),p:Bacteroidetes(0.9949),c:Flavobacteriia(0.9904),o:Flavobacteriales(0.9970),f:Flavobacteriaceae(0.9829),g:Lutibacter(0.9132)",Bacteroidetes,Flavobacteriia
234,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Gammaproteobacteria(0.8339),o:Xanthomonadales(0.6943),f:uncultured_3830(0.6043),g:Unknown_Genus_1000986(0.5700)",Proteobacteria,Gammaproteobacteria
